N ORDEN,N CAMARA,BARRIOS,SINIESTRO,DIRECCION SINIESTRO,FECHA,HORA,CODIGO PARTICIPANTES,CODIGOS CAUSAS,SEMAFOROS,,,,
2066,125,Villa Primera,1,Champagnat y 11 de Septiembre,12/10/24,06:34:00,A/M,NSD,FALTA SUPERVISAR,,,,
2067,478,Plaza Mitre,1,Independencia y Gascon,12/10/24,07:56:00,A/P,NSD,FALTA SUPERVISAR,,,,
2068,390,El Progreso,1,J. P. Ramos y San Salvador,12/10/24,19:49:00,A/M,EV,FALTA SUPERVISAR,,,,
2069,62,FlorencioSanchez,1,Antartida Argentina y Guiraldes,12/10/24,19:49:00,A/M,NSD,FALTA SUPERVISAR,,,,
2070,35,El Progreso,1,Del Riego y Fortunato de la Plaza,13/10/24,05:23:00,A/M,NSD,FALTA SUPERVISAR,,,,
2071,105,Parque Luro,1,San Juan y Santa Cruz,13/10/24,07:28:00,A/A,NSD,FALTA SUPERVISAR,,,,
2072,438,Centro,1,Diagonal Alberdi y Santiago del Estero,13/10/24,18:06:00,A/P,NSD,FALTA SUPERVISAR,,,,
2073,596,Centro,1,Luro e Independencia,13/10/24,19:54:00,A/M,VS,FALTA SUPERVISAR,,,,
2074,596,Centro,1,Independencia y 25 de Mayo,14/10/24,11:15:00,A/P,NSD,FALTA SUPERVISAR,,,,
2075,472,Bosque Grande,1,Fortunato de la Plaza y Azucena Malzani,14/10/24,14:18:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
2076,75,Colinas Peralta Ramos,1,Vertiz y Posadas,14/10/24,17:02:00,A/M,NSD,FALTA SUPERVISAR,,,,
2077,339,Bernardino Rivadavia,1,Alvarado y Champagnat,14/10/24,17:31:00,A/B,NSD,FALTA SUPERVISAR,,,,
2078,262,Parque Luro,1,F.U. Camet y Strobel,15/10/24,17:30:00,A/B,VS,FALTA SUPERVISAR,,,,
2079,276,Punta Mogotes,1,Fortunato de la Plaza y Piedrabuena,15/10/24,17:36:00,COL/A,NR,NO,,,,
2080,75,Colinas Peralta Ramos,1,T. Edison y Vertiz,16/10/24,00:37:00,M/M,NSD,FALTA SUPERVISAR,,,,
2081,129,Las Lilas,1,Alio y Gascon,16/10/24,08:24:00,A/M,NSD,FALTA SUPERVISAR,,,,
2082,596,Centro,1,Independencia y San Martin,16/10/24,11:18:00,A/A,NSD,FALTA SUPERVISAR,,,,
2083,668,Regional,1,Champagnat y R. Peña,16/10/24,16:07:00,M/P,NSD,FALTA SUPERVISAR,,,,
2084,261,Villa Primera,1,Carballo y F. Acosta,17/10/24,07:18:00,A/B,NR,NO,,,,
2085,253,Constitucion,1,C. Tejedor y Aragon,17/10/24,06:59:00,A/M,NSD,FALTA SUPERVISAR,,,,
2086,389,Peralta Ramos Oeste,1,12 de Octubre y J. P. Ramos,17/10/24,10:10:00,A/P,NSD,FALTA SUPERVISAR,,,,
2087,483,Don Bosco,1,Colon y Italia,17/10/24,11:42:00,CTA/A,D,FALTA SUPERVISAR,,,,
2088,389,Peralta Ramos Oeste,1,J. P. Ramos y O. Zarate,17/10/24,19:58:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
2089,526,San Cayetano,1,Moreno y David Ortega,18/10/24,15:55:00,A/P,NSD,FALTA SUPERVISAR,,,,
2090,585,Centro,1,Colon y Catamarca,18/10/24,19:19:00,A/P,NSD,FALTA SUPERVISAR,,,,
2091,350,Las Avenidas,1,Vertiz y J. Marti,18/10/24,20:41:00,A/M,NSD,FALTA SUPERVISAR,,,,
2092,93,Lomas de Stella Maris,1,Guemes y Garay,19/10/24,07:55:00,A/A,NSD,FALTA SUPERVISAR,,,,
2093,483,Don Bosco,1,Colon y San Juan,19/10/24,14:13:00,A/M,NSD,FALTA SUPERVISAR,,,,
2094,435,Centro,1,Santiago del Estero y Belgrano,19/10/24,15:35:00,A/M,PI,FALTA SUPERVISAR,,,,
2095,285,Termas Huinco,1,T. EDison y Rosales,19/10/24,19:02:00,A/A,NR,NO,,,,
2096,362,Punta Mogotes,1,De los Trabajadores y Andrea,21/10/24,01:20:00,M,PC,FALTA SUPERVISAR,,,,
2097,29,Parque Luro,1,Constitucion y Pedraza,21/10/24,12:27:00,CTA/M/A,NSD,FALTA SUPERVISAR,,,,
2098,346,Aeroparque,1,Zabala y Mariani,21/10/24,18:54:00,A/M,D,FALTA SUPERVISAR,,,,
2099,537,Villa Primera,1,Libertad y Mexico,22/10/24,16:31:00,A/B,D,FALTA SUPERVISAR,,,,
2100,123,Las Americas,1,Arana Goiri y Calle 238,22/10/24,17:17:00,A,NSD,FALTA SUPERVISAR,,,,
2101,425,San Jose,1,J.J. Paso y Espana,22/10/24,18:24:00,A/M,EV,FALTA SUPERVISAR,,,,
2102,413,Coronel Dorrego,1,Colon y Termas de Rio Hondo,22/10/24,21:40:00,M/B,EV,FALTA SUPERVISAR,,,,
2103,476,San Jose,1,Independencia y Primera Junta,23/10/24,07:42:00,M/B,NSD,FALTA SUPERVISAR,,,,
2104,324,General Pueyrredon,1,Polonia y Carasa,23/10/24,10:44:00,M/B,MR,FALTA SUPERVISAR,,,,
2105,279,Termas Huinco,1,Fortunato de la Plaza y Acha,23/10/24,19:48:00,M/P,PI,FALTA SUPERVISAR,,,,
2106,259,Los Pinares,1,Rio Negro y Mexico,23/10/24,20:31:00,A/M,NR,NO,,,,
2107,22,San Cayetano,1,Colon y Grecia,23/10/24,22:33:00,CTA/P,NSD,FALTA SUPERVISAR,,,,
2108,132,Camet,1,Constitucion y De La Paollera,24/10/24,15:08:00,A,PC,FALTA SUPERVISAR,,,,
2109,508,La Perla,1,Libertad y Jujuy,24/10/24,15:10:00,A/M,NR,NO,,,,
2110,301,San Salvador,1,Cerrito y Bouchard,24/10/24,21:04:00,CTA/M,NR,NO,,,,
2111,54,Nueve de Julio,1,Luro y Alio,24/10/24,22:33:00,M/B,NSD,FALTA SUPERVISAR,,,,
2112,146,San Jose,1,J.B. Justo y La Rioja,25/10/24,12:55:00,A/A,NSD,FALTA SUPERVISAR,,,,
2113,601,Centro,1,Cordoba y 9 de Julio,25/10/24,16:22:00,A/M,NR,NO,,,,
2114,130,Los Pinares,1,Della Paolera y Zaballa,26/10/24,09:23:00,M/PERRO,NSD,FALTA SUPERVISAR,,,,
2115,812,Caisamar,1,Consttucion y Ortega y Gasset,26/10/24,12:51:00,A/M,D,FALTA SUPERVISAR,,,,
2116,205,Lomas de Stella Maris,1,Guemes y Bvd. P.P.Ramos,26/10/24,14:29:00,P,NSD,FALTA SUPERVISAR,,,,
2117,406,Santa Monica,1,Polonia y Magallanes,26/10/24,14:32:00,A/M,NR,NO,,,,
2118,338,Los Andes,1,Colon y Champagnat,26/10/24,17:29:00,A/M,NSD,FALTA SUPERVISAR,,,,
2119,116,El Gaucho,1,12 de Octubre y Ruta 88,26/10/24,23:23:00,A/M,VS,FALTA SUPERVISAR,,,,
2120,116,El Gaucho,1,Ruta 88 e Irala,27/10/24,07:40:00,A/A,NSD,FALTA SUPERVISAR,,,,
2121,22,San Cayetano,1,Alio y Alberti,27/10/24,12:17:00,CAM/B,NSD,FALTA SUPERVISAR,,,,
2122,129,Las Lilas,1,Gascon y Grecia,27/10/24,12:35:00,A/M,NR,NO,,,,
2123,114,Bernardino Rivadavia,1,Rodriguez Peña y Juncal,28/10/24,08:25:00,A/M,NR,NO,,,,
2124,24,Coronel Dorrego,1,Colon y Calaza,28/10/24,12:59:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
2125,339,Bernardino Rivadavia,1,Alvarado y Juncal,28/10/24,14:06:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
2126,279,Termas Huinco,1,Fortunato de la Plaza y F. Alcorta,28/10/24,18:05:00,A/M,NSD,FALTA SUPERVISAR,,,,
2127,390,El Progreso,1,Vertiz y J. P. Ramos,29/10/24,15:00:00,M/B,VS,FALTA SUPERVISAR,,,,
2128,153,San Juan,1,Colon y 14 de Julio,29/10/24,18:05:00,M,PC,FALTA SUPERVISAR,,,,
2129,440,Lomas de Stella Maris,1,Colon y Mendoza,30/10/24,16:37:00,A/M,NSD,FALTA SUPERVISAR,,,,
2130,469,San Antonio,1,R. Universitaria y O. Zarate,31/10/24,07:51:00,A/M,G,FALTA SUPERVISAR,,,,
2131,305,Libertad,1,Luro y Brasil,31/10/24,09:31:00,A/B,NSD,FALTA SUPERVISAR,,,,
2132,703,La Perla,1,Independencia y Libertad,31/10/24,14:41:00,A/B,NSD,FALTA SUPERVISAR,,,,
2133,459,El Progreso,1,Soler y Dellepiane,31/10/24,17:27:00,A/M,NR,NO,,,,
2134,130,Los Pinares,1,Della Paolera y Zaballa,31/10/24,19:53:00,A/M,NSD,FALTA SUPERVISAR,,,,
2135,288,Termas Huinco,1,Fortunato de la Plaza y Don Orione,31/10/24,21:14:00,M/M,NR,NO,,,,
2136,706,Nueve de Julio,1,Luro y Champagnat,01/11/24,07:39:00,A/M,NSD,FALTA SUPERVISAR,,,,
2137,499,Zacagnini,1,F.U. Camet y Beltran,01/11/24,11:13:00,A/A,D,FALTA SUPERVISAR,,,,
2138,366,Las Avenidas,1,Juan B. Justo y Arenales,01/11/24,15:59:00,A/M,MR,FALTA SUPERVISAR,,,,
2139,686,Libertad,1,Berutti y Brasil,01/11/24,18:25:00,M/M,NSD,FALTA SUPERVISAR,,,,
2140,11,Don Bosco,1,Luro y 20 de Septiembre,02/11/24,02:06:00,A/M,NSD,FALTA SUPERVISAR,,,,
2141,568,La Florida,1,Constitucion y Lorenzini,02/11/24,15:01:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
2142,459,El Progreso,1,Arana y Goiri y Dellepiane,02/11/24,16:32:00,A/M,NSD,FALTA SUPERVISAR,,,,
2143,685,Felix U. Camet,1,Ruta 11 y Isla Soledad,02/11/24,20:02:00,A,EV,FALTA SUPERVISAR,,,,
2144,706,Nueve de Julio,1,Luro y V. Montes,02/11/24,21:46:00,M,FV,FALTA SUPERVISAR,,,,
2145,350,Las Avenidas,1,Vertiz y Fleming,03/11/24,02:17:00,A,PC,FALTA SUPERVISAR,,,,
2146,568,La Florida,1,Constitucion y Zanni,03/11/24,06:58:00,A,PC,FALTA SUPERVISAR,,,,
2147,601,Centro,1,9 de Julio y Cordoba,03/11/24,18:24:00,A/A,NR,NO,,,,
2148,405,Bosque Grande,1,Polonia y Vertiz,03/11/24,21:51:00,A/M,EV,FALTA SUPERVISAR,,,,
2149,273,Punta Mogotes,1,M. Bravo y De la Maza,03/11/24,23:22:00,M,PC,FALTA SUPERVISAR,,,,
2150,578,Macrocentro,1,Bvd. P.P. Ramos y Sarmiento,03/11/24,23:56:00,A/M,EV,FALTA SUPERVISAR,,,,
2151,468,Santa Monica,1,12 de Octubre y Ceretti,04/11/24,21:28:00,A/M,NSD,FALTA SUPERVISAR,,,,
2152,365,Primera Junta,1,Juan B. Justo y Savio,05/11/24,13:50:00,A/M,D,FALTA SUPERVISAR,,,,
2153,284,Colinas Peralta Ramos,1,T. Edison y Guiraldes,05/11/24,23:23:00,?,NSD,FALTA SUPERVISAR,,,,
2154,741,Coronel Dorrego,1,Colon y Tandil,06/11/24,10:10:00,M,NSD,FALTA SUPERVISAR,,,,
2155,405,Bosque Grande,1,Polonia y Bouchard,06/11/24,14:10:00,A/A,NSD,FALTA SUPERVISAR,,,,
2156,340,San Cayetano,1,Colon y Albarracin,06/11/24,15:10:00,M/P,NSD,FALTA SUPERVISAR,,,,
2157,356,Villa Lourdes,1,Ayolas y Rondeau,06/11/24,16:54:00,CTA/A,NR,NO,,,,
2158,61,Puerto,1,12 de Octubre y De los TrabajaDores,07/11/24,11:30:00,A/P,NSD,FALTA SUPERVISAR,,,,
2159,239,Faro Norte,1,De los Trabajadores y Diag. Estados Unidos,08/11/24,07:18:00,A/M,G,FALTA SUPERVISAR,,,,
2160,545,Lomas de Stella Maris,1,Mendoza y Castelli,08/11/24,08:51:00,A/M,NR,NO,,,,
2161,76,Cerrito S,1,Vertiz y Cerrito,08/11/24,10:39:00,A/M,NR,NO,,,,
2162,750,Bernardino Rivadavia,1,Malvinas y Garay,08/11/24,12:57:00,A/M,NR,NO,,,,
2163,60,Nueve de Julio,1,Luro y Mariano Acosta,08/11/24,15:55:00,A/M,NSD,FALTA SUPERVISAR,,,,
2164,498,Zacagnini,1,F.U. Camet y Godoy Cruz,09/11/24,12:42:00,A/M,NSD,FALTA SUPERVISAR,,,,
2165,273,Punta Mogotes,1,M. Bravo y Medrano,09/11/24,12:55:00,A/M,NSD,FALTA SUPERVISAR,,,,
2166,243,El Jardin Stella Maris,1,Newbery y F. Sarmiento,09/11/24,20:30:00,A,NSD,FALTA SUPERVISAR,,,,
2167,328,Jorge Newbery,1,Luro y Portugal,10/11/24,20:51:00,A/M,NSD,FALTA SUPERVISAR,,,,
2168,262,Parque Luro,1,Bvd. P.P. Ramos y Strobel,12/11/24,13:03:00,A/AMB,NSD,FALTA SUPERVISAR,,,,
2169,436,Centro,1,Cordoba y Luro,12/11/24,13:02:00,A/P,MR,FALTA SUPERVISAR,,,,
2170,655,Villa Lourdes,1,Magallanes y Cerrito,12/11/24,17:51:00,A/M,NSD,FALTA SUPERVISAR,,,,
2171,269,Jardin de Peralta Ramos,1,Piedrabuena y Mario Bravo,12/11/24,19:57:00,A/A,NR,NO,,,,
2172,703,La Perla,1,Independencia y Chacabuco,13/11/24,08:32:00,A/A,NSD,FALTA SUPERVISAR,,,,
2173,334,Jorge Newbery,1,Colon y Portugal,13/11/24,13:27:00,M/P,NSD,FALTA SUPERVISAR,,,,
2174,615,Batan,1,Presidente Peron y Hugo del Carril,19/11/24,21:56:00,M/COL,NSD,FALTA SUPERVISAR,,,,
2175,145,Santa Monica,1,Juan B. Justo y Polonia,15/11/24,08:57:00,CTA/A,D,FALTA SUPERVISAR,,,,
2176,679,Fortunato de la Plaza,1,Vertiz y Rau,15/11/24,10:06:00,M/M,NSD,FALTA SUPERVISAR,,,,
2177,417,General Pueyrredon,1,Genova y Friuli,15/11/24,11:19:00,A/A,NR,NO,,,,
2178,111,Centro,1,Rivadavia y Entre Rios,15/11/24,11:51:00,A/P,NSD,FALTA SUPERVISAR,,,,
2179,329,Libertad,1,Luro y Portugal,18/11/24,08:28:00,A/P,PI,FALTA SUPERVISAR,,,,
2180,50,Nueva Pompeya,1,Luro y La Pampa,18/11/24,11:43:00,CTA/A,NSD,FALTA SUPERVISAR,,,,
2181,413,Coronel Dorrego,1,Colon y T. Rio Hondo,18/11/24,14:34:00,B,NSD,FALTA SUPERVISAR,,,,
2182,504,Parque Luro,1,Constitucion y Pedraza,18/11/24,19:03:00,M/M,D,FALTA SUPERVISAR,,,,
2183,571,Centro,1,Buenos Aires y Gascon,18/11/24,21:00:00,A/M,NSD,FALTA SUPERVISAR,,,,
2184,710,Bernardino Rivadavia,1,R. Peña y 1 de Mayo,20/11/24,07:22:00,M/CTA,NSD,FALTA SUPERVISAR,,,,
2185,448,Don Bosco,1,Jara y Rawson,20/11/24,13:08:00,A/A,NSD,FALTA SUPERVISAR,,,,
2186,244,Colinas Peralta Ramos,1,Mario Bravo y Triunvirato,20/11/24,17:11:00,B,NSD,FALTA SUPERVISAR,,,,
2187,589,Parque Camet,1,F.U. Camet y C. Brochero,21/11/24,08:49:00,B/B,NSD,FALTA SUPERVISAR,,,,
2188,809,Los Andes,1,Luro y Mexico,21/11/24,15:56:00,M/P,NR,SI,,,,
2189,227,General Belgrano,1,C. Gardel y T. Fournier,21/11/24,15:58:00,A/M,NR,NO,,,,
2190,91,El Martillo,1,Genova y J. P. Ramos,21/11/24,17:44:00,A/M,IC,FALTA SUPERVISAR,,,,
2191,424,Los Troncos,1,Guemes y Gral.Roca,21/11/24,21:38:00,A/M,NR,NO,,,,
2192,207,Puerto,1,Hernandarias y De los Trabajadores,22/11/24,13:53:00,A/M,NSD,FALTA SUPERVISAR,,,,
2193,341,Nueve de Julio,1,F. Libertad y Grecia,22/11/24,14:58:00,A/M,NR,NO,,,,
2194,669,Alfar,1,Sta.Maria de Oro y R. Walsh,22/11/24,15:30:00,A/M,NSD,FALTA SUPERVISAR,,,,
2195,403,Las Heras,1,Genova y Guerrico,22/11/24,18:22:00,A/P,NSD,FALTA SUPERVISAR,,,,
2196,153,San Juan,1,Colon y 14 de Julio,23/11/24,03:59:00,M,PC,FALTA SUPERVISAR,,,,
2197,393,Pinos de Anchorena,1,San Juan y R. Peña,23/11/24,13:09:00,A/M,EV,FALTA SUPERVISAR,,,,
2198,293,El Progreso,1,Fortunato de la Plaza y Galicia,23/11/24,01:10:00,A/A,EV,FALTA SUPERVISAR,,,,
2199,302,Villa Lourdes,1,Vertiz y J. Hernandez,23/11/24,14:35:00,A/A,NSD,FALTA SUPERVISAR,,,,
2200,526,San Cayetano,1,Nasser y Belgrano,23/11/24,20:41:00,A/B,NSD,FALTA SUPERVISAR,,,,
2201,416,General Pueyrredon,1,Genova y Republica de Cuba,24/11/24,03:39:00,M,NSD,FALTA SUPERVISAR,,,,
2202,340,San Cayetano,1,Colon y Nasser,24/11/24,04:43:00,A/M,NSD,FALTA SUPERVISAR,,,,
2203,419,Plaza Mitre,1,Alberti y Santiago del Estero,24/11/24,17:09:00,A/P,NR,NO,,,,
2204,703,La Perla,1,Independencia y Libertad,24/11/24,19:32:00,A/CAM,VS,FALTA SUPERVISAR,,,,
2205,226,Las Dos Marias,1,Ruta 88 y Genova,24/11/24,21:50:00,A/A/A,NSD,FALTA SUPERVISAR,,,,
2206,279,Termas Huinco,1,Rondeau y Fortunato de la Plaza,25/11/24,18:32:00,M/M,NSD,FALTA SUPERVISAR,,,,
2207,581,centro,1,Independencia y Moreno,26/11/24,12:37:00,M,MR,FALTA SUPERVISAR,,,,
2208,33,Villa Lourdes,1,Magallanes y T. Edison,26/11/24,12:54:00,A/P,PI,FALTA SUPERVISAR,,,,
2209,123,Las Americas,1,C. Gardel y Solis,26/11/24,14:17:00,A/M,NSD,FALTA SUPERVISAR,,,,
2210,103,Macrocentro,1,Colon y Tucuman,26/11/24,16:50:00,A/M,NSD,FALTA SUPERVISAR,,,,
2211,130,Los Pinares,1,Champagnat y Della Paolera,27/11/24,06:34:00,A/M,NSD,FALTA SUPERVISAR,,,,
2212,227,General Belgrano,1,C.Gardel y San Salvador,27/11/24,09:18:00,A/P,NSD,FALTA SUPERVISAR,,,,
2213,478,Plaza Mitre,1,Independencia y Rawson,27/11/24,13:14:00,A/P,NSD,FALTA SUPERVISAR,,,,
2214,472,Bosque Grande,1,Mac Gaul y Fortunato de la Plaza,27/11/24,17:45:00,?,NSD,FALTA SUPERVISAR,,,,
2215,314,Libertad,1,Libertad y Tandil,27/11/24,17:47:00,A/M,EV,FALTA SUPERVISAR,,,,
2216,424,Los Troncos,1,Guemes y Gral.Roca,27/11/24,23:44:00,CTA/M,MR,FALTA SUPERVISAR,,,,
2217,706,Nueve de Julio,1,Luro y Champagnat,28/11/24,16:44:00,M,NSD,FALTA SUPERVISAR,,,,
2218,451,Caisamar,1,M. Carballo y Acevedo,29/11/24,06:00:00,CTA/A,NR,NO,,,,
2219,571,Centro,1,Alberti y Entre Rios,29/11/24,11:37:00,A/P,NSD,FALTA SUPERVISAR,,,,
2220,424,Los Troncos,1,Guemes y Gral.Roca,29/11/24,13:40:00,CTA/A,PC,FALTA SUPERVISAR,,,,
2221,12,Santa Celina,1,M.Bravo y J. Talcahuano,29/11/24,21:35:00,A/M,NSD,FALTA SUPERVISAR,,,,
2222,227,General Belgrano,1,C. Gardel y Vertiz,30/11/24,19:26:00,M/P,NSD,FALTA SUPERVISAR,,,,
2223,668,Regional,1,Champagnat y R. Peña,30/11/24,23:22:00,M/B,VS,FALTA SUPERVISAR,,,,
2224,291,Cerrito San Salvador,1,Fortunato de la Plaza y Cerrito,30/11/24,23:54:00,A/B,NR,SI,,,,
2225,231,Belisario Roldan,1,Alio y Garay,01/12/24,17:08:00,A/M,NSD,NO,,,,
2226,633,Bosque Grande,1,Vertiz y Mac Gaul,02/12/24,11:55:00,A/M,NR,NO,,,,
2227,264,Los Pinares,1,Carballo y Cardiel,03/12/24,18:38:00,M/P,EV,NO,,,,
2228,596,Centro,1,Independencia y 25 de Mayo,04/12/24,15:53:00,M/M,NSD,SI,,,,
2229,146,San Jose,1,Juan B. Justo y Bestoso,05/12/24,10:32:00,CTA/M,G,SI,,,,
2230,391,El Progreso,1,J. P. Ramos y Rosales,06/12/24,14:38:00,A/M,MR,SI,,,,
2231,204,Lomas de Stella Maris,1,Colon y Guemes,06/12/24,15:32:00,A/M,G,SI,,,,
2232,12,Santa Celina,1,Mario Bravo y Valentini,06/12/24,18:06:00,A/A,NSD,NO,,,,
2233,485,Los Andes,1,Colon y Malvinas,07/12/24,00:57:00,A/M,NSD,SI,,,,
2234,226,Las Dos Marias,1,Ruta 88 y Genova,07/12/24,09:13:00,A/A/A/A,NSD,NO,,,,
2235,654,Punta Mogotes,1,De los Trabajadores y Saenz,07/12/24,11:11:00,M/P,VS,NO,,,,
2236,293,El Progreso,1,Fortunato de la Plaza y Galicia,07/12/24,12:07:00,A/M,EV,NO,,,,
2237,262,Parque Luro,1,Bvd. P.P. Ramos y Brandsen,08/12/24,05:50:00,A,A,SI,,,,
2238,213,Villa Evita,1,Fortunato de la Plaza y Rep. Cuba,08/12/24,09:44:00,M/P,NSD,SI,,,,
2239,362,Punta Mogotes,1,De los Trabajadores y M de Andrea,08/12/24,11:45:00,M/PERRO,P,NO,,,,
2240,366,Las Avenidas,1,Juan B.Justo y Sarmiento,08/12/24,15:13:00,M/CTA,NSD,SI,,,,
2241,447,Bernardino Rivadavia,1,Jara y Formosa,08/12/24,21:05:00,A/M,EV,SI,,,,
2242,262,Parque Luro,1,Rio Negro y Felix U. Camet,09/12/24,12:48:00,A/B,D,SI,,,,
2243,3,Nueva Pompeya,1,9 de Julio y Funes,09/12/24,13:22:00,POLICIA/COL,NSD,NO,,,,
2244,305,Libertad,1,Luro y Brasil,09/12/24,17:53:00,A/A/A,IC,SI,,,,
2245,388,Las Avenidas,1,12 de Octubre y Cerrito,10/12/24,09:13:00,A/B,NSD,NO,,,,
2246,137,Villa Primera,1,Libertad y Bronzini,10/12/24,09:42:00,A/M,G,SI,,,,
2247,335,Jorge Newbery,1,Colon y Leguizamon,10/12/24,11:44:00,A/B,D,SI,,,,
2248,122,El Gaucho,1,Champagnat y Saavedra,10/12/24,13:59:00,CAM/P,NSD,NO,,,,
2249,746,Jorge Newbery,1,Belgrano y Arabe Siria,10/12/24,15:54:00,M,PC,NO,,,,
2250,393,Pinos de Anchorena,1,San Juan y Roca,10/12/24,16:53:00,A/M,NSD,NO,,,,
2251,479,San Jose,1,Independencia y Matheu,10/12/24,17:51:00,CTA/A,VS,SI,,,,
2252,409,Primera Junta,1,J.J. Paso y Santiago del Estero,11/12/24,10:46:00,A/M,EV,NO,,,,
2253,492,San Patricio,1,Calle 461 y Calle 8,11/12/24,17:54:00,M/P,NSD,NO,,,,
2254,339,Bernardino Rivadavia,1,Alvarado y Mariano Acosta,11/12/24,20:58:00,A/M,NSD,NO,,,,
2255,231,Belisario Roldan,1,Alio y Garay,12/12/24,18:40:00,A/M,NSD,NO,,,,
2256,344,San Cayetano,1,Luro y Albarracin,12/12/24,02:49:00,A,PC,NO,,,,
2257,543,Centro,1,Rivadavia y Catamarca,13/12/24,20:49:00,A/M,NSD,NO,,,,
2258,226,Las Dos Marias,1,Ruta 88 Calle 238,14/12/24,05:31:00,M,NSD,NO,,,,
2259,374,San Carlos,1,B. de Irigoyen y Vieytes,14/12/24,15:05:00,A/M,NR,NO,,,,
2260,445,Centro,1,25 de Mayo y 14 de Julio,15/12/24,23:38:00,M,NSD,NO,,,,
2261,443,La Perla,1,Bvd.P.P.Ramos y Cordoba,17/12/24,09:07:00,?,NSD,NO,,,,
2262,632,Sarmiento,1,Champagnat y Libertad,17/12/24,09:28:00,M,PC,NO,,,,
2263,483,Don Bosco,1,Colon y Neuquen,17/12/24,14:12:00,B,PC,NO,,,,
2264,43,San Carlos,1,J.B. Justo y Mendoza,17/12/24,16:42:00,B/M,NSD,SI,,,,
2265,585,Centro,1,Colon e H. Yrigoyen,17/12/24,20:55:00,A/M,G,SI,,,,
2266,112,Playa Grande,1,Alem y Garay,18/12/24,12:52:00,?,NSD,NO,,,,
2267,519,La Perla,1,H. Yrigoyen y 25 de Mayo,18/12/24,20:07:00,?,NSD,SI,,,,
2268,420,San Jose,1,Alvarado y Guido,21/12/24,07:42:00,CTA/A,EV,NO,,,,
2269,321,Las Americas,1,C. Gardel y Magallanes,21/12/24,11:44:00,A/M,NSD,NO,,,,
2270,527,Malvinas Argentinas,1,25 de Mayo y Alio,21/12/24,18:26:00,A/M,NSD,NO,,,,
2271,327,Nueve de Julio,1,Maipu y Alio,21/12/24,19:04:00,A/B,NR,NO,,,,
2272,293,El Progreso,1,Fortunato de la Plaza y Del Riego,22/12/24,10:48:00,A/B,NSD,NO,,,,
2273,437,La Perla,1,25 de Mayo y B. Mitre,22/12/24,12:25:00,A/P,NR,NO,,,,
2274,334,Jorge Newbery,1,Colon y Fermin Errea,22/12/24,13:36:00,A/M,G,NO,,,,
2275,366,Las Avenidas,1,J.B. Justo y Arenales,22/12/24,19:40:00,B,NSD,NO,,,,
2276,293,El Progreso,1,Fortunato de la Plaza y Flemming,22/12/24,22:17:00,A/M,NSD,NO,,,,
2277,8,San Juan,1,Alvarado y La Pampa,23/12/24,09:44:00,A/M,NSD,NO,,,,
2278,290,Cerrito San Salvador,1,Fortunato de la Plaza y Korn,23/12/24,19:06:00,M/P,NSD,NO,,,,
2279,273,Punta Mogotes,1,Mario Bravo y V. Sarsfield,24/12/24,01:15:00,M,PC,SI,,,,
2280,11,Don Bosco,1,Luro y 14 de Julio,24/12/24,13:46:00,M/M,NSD,SI,,,,
2281,247,Grosellar,1,Carballo y Meyrelles,24/12/24,14:52:00,M/M,NSD,NO,,,,
2282,12,Santa Celina,1,Mario Bravo y Talcahuano,24/12/24,16:14:00,M,NSD,NO,,,,
2283,684,Aeroparque,1,Ruta 2 y Dachary Teniente,25/12/24,05:33:00,A,NSD,NO,,,,
2284,391,El Progreso,1,J. P. Ramos y Rosales,25/12/24,18:42:00,B/B,D,SI,,,,
2285,410,Primera Junta,1,J.J Paso Y Corrientes,26/12/24,11:57:00,CTA/M,NR,NO,,,,
2286,706,Nueve de Julio,1,Luro y Champagnat,27/12/24,13:48:00,A/M,D,NO,,,,
2287,481,San Juan,1,Dorrego y Rawson,27/12/24,14:26:00,A/M,NSD,NO,,,,
2288,246,Libertad,1,Luro y Tarantino,27/12/24,15:16:00,B,PC,NO,,,,
2289,339,Bernardino Rivadavia,1,Alvarado y Juncal,27/12/24,17:08:00,B,NSD,NO,,,,
2290,393,Pinos de Anchorena,1,San juan y R. Peña,27/12/24,19:59:00,A/M,NR,NO,,,,
2291,122,El Gaucho,1,Champagnat y J.B.Justo,27/12/24,20:08:00,A/A,NSD,NO,,,,
2292,262,Parque Luro,1,F.U. Camet y Falkner,28/12/24,10:44:00,A/A,NSD,SI,,,,
2293,251,Constitucion,1,F.U. Camet y Estrada,28/12/24,16:45:00,A/A,NSD,SI,,,,
2294,245,Constitucion,1,Tejedor y Aguirre,28/12/24,20:45:00,A/B,NSD,NO,,,,
2295,80,Macrocentro,1,Belgrano y Santa Fe,29/12/24,15:36:00,A/B,NSD,SI,,,,
2296,812,Caisamar,1,Constitucion y O. Gasset,29/12/24,22:17:00,M,EV,SI,,,,
2297,708,Puerto,1,De los Trabajadores y Gaboto,30/12/24,00:13:00,M,NSD,NO,,,,
2298,503,Constitucion,1,Constitucion y Derqui,30/12/24,12:50:00,A/B,NR,NO,,,,
