Real,Evento,año,mes,Tipo de Evento,Origen,N.º Cámara,Cámaras,Direccion 0,Direccion,Resultado,CIUDAD,PROVINCIA,PAIS,ENLACE,Longitud y Latitud,,,
18901,1,2024,7,Robo/Hurto Automotor,CATE 911,5386,SIN,Pringles,General Paz,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Pringles y General Paz , Buenos Aires , Argentina,-38.077284, -57.5496172
18906,1,2024,7,Robo/Hurto Automotor,CATE 911,409,CON,Avenida Juan Jose Paso,Santiago Del Estero,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Juan Jose Paso y Santiago Del Estero , Buenos Aires , Argentina,-38.019913, -57.5620124
18915,1,2024,7,Robo/Hurto Automotor,CATE 911,5387,SIN,Rivadavia,Funes Gregorio,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Rivadavia y Funes Gregorio , Buenos Aires , Argentina,-37.99312, -57.56169
18916,1,2024,7,Robo/Hurto Automotor,CATE 911,5388,SIN,General Rafael De Riego,Doce de 10,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,General Rafael De Riego y Doce de 10 , Buenos Aires , Argentina,-38.02702, -57.56752
18919,1,2024,7,Robo/Hurto Automotor,CATE 911,5389,SIN,Eduardo G. Carasa,Figueroa Alcorta,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Eduardo G. Carasa y Figueroa Alcorta , Buenos Aires , Argentina,-38.05372, -57.55784
18926,1,2024,7,Robo/Hurto Automotor,CATE 911,203,CON,Avenida Colon,Las Heras,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Colon y Las Heras , Buenos Aires , Argentina,-38.008500, -57.5401737
18928,1,2024,7,Robo/Hurto Automotor,CATE 911,5390,SIN,La Rioja,Vieytes,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,La Rioja y Vieytes , Buenos Aires , Argentina,-38.01829, -57.56778
18930,1,2024,7,Robo/Hurto Automotor,CATE 911,5391,SIN,Acha,Ricardo Guiraldes,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Acha y Ricardo Guiraldes , Buenos Aires , Argentina,-38.05929, -57.5678
18935,1,2024,7,Robo/Hurto Automotor,CATE 911,5392,SIN,Gaboto,Yapeyu,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Gaboto y Yapeyu , Buenos Aires , Argentina,-37.98916, -57.61419
18971,1,2024,7,Robo/Hurto Automotor,CATE 911,5393,SIN,Casildo Villar,Genova,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Casildo Villar y Genova , Buenos Aires , Argentina,-38.013140, -57.5665124
18980,1,2024,7,Robo/Hurto Automotor,CATE 911,5394,SIN,Ayolas,Eduardo Peralta Ramos,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Ayolas y Eduardo Peralta Ramos , Buenos Aires , Argentina,-38.00644, -57.59823
18983,1,2024,7,Robo/Hurto Automotor,CATE 911,226,CON,Avenida Centeno Norberto O.,Lebensohn Moises,No Asiste,Mar del Plata,Buenos Aires,Argentina,Avenida Centeno Norberto O. y Lebensohn Moises , Buenos Aires , Argentina,-38.008918, -57.6138226
18987,1,2024,7,Robo/Hurto Automotor,CATE 911,449,CON,Avenida Constitucion,Marcos Sastre,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Constitucion y Marcos Sastre , Buenos Aires , Argentina,-37.963516, -57.557689
19004,1,2024,7,Robo/Hurto Automotor,CATE 911,5395,SIN,Acha,Ricardo Guiraldes,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Acha y Ricardo Guiraldes , Buenos Aires , Argentina,-38.05929, -57.56787
19027,1,2024,7,Robo/Hurto Automotor,CATE 911,5396,SIN,Avenida Vertiz,Talcahuano,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Vertiz y Talcahuano , Buenos Aires , Argentina,-38.03117, -57.57577
19030,1,2024,7,Robo/Hurto Automotor,CATE 911,5397,SIN,Calabria,Florencio Sanchez,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Calabria y Florencio Sanchez , Buenos Aires , Argentina,-38.03751, -57.59164
19031,1,2024,7,Robo/Hurto Automotor,CATE 911,250,CON,Scaglia Lorenzo,Los Granados,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Scaglia Lorenzo y Los Granados , Buenos Aires , Argentina,-37.923892, -57.5427289
19033,1,2024,7,Robo/Hurto Automotor,CATE 911,5398,SIN,Jose Hernandez,Leonardo Rosales,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Jose Hernandez y Leonardo Rosales , Buenos Aires , Argentina,-38.032577, -57.5876566
19034,1,2024,7,Robo/Hurto Automotor,CATE 911,5399,SIN,Avenida Pedro Luro,Salta,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y Salta , Buenos Aires , Argentina,-37.99499, -57.55338
19038,1,2024,7,Robo/Hurto Automotor,CATE 911,5400,SIN,Soler Miguel,Juana Azurduy,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Soler Miguel y Juana Azurduy , Buenos Aires , Argentina,-38.014970, -57.5650424
19040,1,2024,7,Robo/Hurto Automotor,CATE 911,5401,SIN,Juan B. Goñi,Juan Gutenberg,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Juan B. Goñi y Juan Gutenberg , Buenos Aires , Argentina,-38.02205, -57.61384
19047,1,2024,7,Robo/Hurto Automotor,CATE 911,259,CON,Matias Strobel,Manuela Pedraza,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Matias Strobel y Manuela Pedraza , Buenos Aires , Argentina,-37.970982, -57.5651146
19053,1,2024,7,Robo/Hurto Automotor,COM,112,CON,General 07 Argentino Roca,Leandro N. Alem,Detencion,Mar del Plata,Buenos Aires,Argentina,General 07 Argentino Roca y Leandro N. Alem , Buenos Aires , Argentina,-38.02436, -57.53324
19064,1,2024,7,Robo/Hurto Automotor,CATE 911,304,CON,French Domingo,Avenida Fermin Errea,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,French Domingo y Avenida Fermin Errea , Buenos Aires , Argentina,-37.957950, -57.6266578
19105,1,2024,7,Robo/Hurto Automotor,ANILLO DIGITAL,130,CON,Avenida Constitucion,Ruta Nacional N 2,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Avenida Constitucion y Ruta Nacional N 2 , Buenos Aires , Argentina,-37.956823, -57.5801545
19126,1,2024,7,Robo/Hurto Automotor,CATE 911,147,CON,Azcuenaga,Santiago Del Estero,Asiste Unidad Sanitaria y Traslada,Mar del Plata,Buenos Aires,Argentina,Azcuenaga y Santiago Del Estero , Buenos Aires , Argentina,-38.022930, -57.5658417
19132,1,2024,7,Robo/Hurto Automotor,CATE 911,5402,SIN,San Lorenzo,España,No Asiste,Mar del Plata,Buenos Aires,Argentina,San Lorenzo y España , Buenos Aires , Argentina,-38.032577, -57.5876566
19143,1,2024,7,Robo/Hurto Automotor,CATE 911,5403,SIN,Herminia Brumana,Hipolito Bouchard,No Asiste,Mar del Plata,Buenos Aires,Argentina,Herminia Brumana y Hipolito Bouchard , Buenos Aires , Argentina,-38.01743, -57.59734
19172,1,2024,7,Robo/Hurto Automotor,CATE 911,631,CON,Necochea,Malvinas,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Necochea y Malvinas , Buenos Aires , Argentina,-37.9729, -57.57227
19175,1,2024,7,Robo/Hurto Automotor,CATE 911,5404,SIN,Vieytes,General Jose Maria Paz,LPR - Vehiculo Interceptado,Mar del Plata,Buenos Aires,Argentina,Vieytes y General Jose Maria Paz , Buenos Aires , Argentina,-38.03036, -57.54375
19176,1,2024,7,Robo/Hurto Automotor,CATE 911,5405,SIN,Puan,General Rafael De Riego,LPR - Vehiculo Interceptado,Mar del Plata,Buenos Aires,Argentina,Puan y General Rafael De Riego , Buenos Aires , Argentina,-38.010088, -57.5371577
19208,1,2024,7,Robo/Hurto Automotor,CATE 911,5406,SIN,Chubut,Avenida Constitucion,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Chubut y Avenida Constitucion , Buenos Aires , Argentina,-37.96663, -57.55156
19214,1,2024,7,Robo/Hurto Automotor,CATE 911,5407,SIN,Bolivia,Chacabuco,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Bolivia y Chacabuco , Buenos Aires , Argentina,-37.96157, -57.60125
19215,1,2024,7,Robo/Hurto Automotor,CATE 911,5408,SIN,Herminia Brumana,De La Plaza Fortunato,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Herminia Brumana y De La Plaza Fortunato , Buenos Aires , Argentina,-38.02155, -57.60235
19244,1,2024,7,Robo/Hurto Automotor,CATE 911,130,CON,Miguel De Unamuno,Concepcion Arenal,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Miguel De Unamuno y Concepcion Arenal , Buenos Aires , Argentina,-37.956823, -57.5801545
19257,1,2024,7,Robo/Hurto Automotor,CATE 911,5409,SIN,Gaboto,Juan N. Fernandez,No Asiste,Mar del Plata,Buenos Aires,Argentina,Gaboto y Juan N. Fernandez , Buenos Aires , Argentina,-38.018900, -57.5711611
19267,1,2024,7,Robo/Hurto Automotor,CATE 911,623,CON,Avenida Juan B. Justo,Francisco Saverio Scarpatti,No Asiste,Mar del Plata,Buenos Aires,Argentina,Avenida Juan B. Justo y Francisco Saverio Scarpatti , Buenos Aires , Argentina,-37.992435, -57.6063614
19269,1,2024,7,Robo/Hurto Automotor,CATE 911,5410,SIN,Martin Miguel De Guemes,Vieytes,No Asiste,Mar del Plata,Buenos Aires,Argentina,Martin Miguel De Guemes y Vieytes , Buenos Aires , Argentina,-38.02683, -57.55075
19305,1,2024,7,Robo/Hurto Automotor,CATE 911,5411,SIN,Avenida Juan Hector Jara,Saavedra Cornelio,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Juan Hector Jara y Saavedra Cornelio , Buenos Aires , Argentina,-38.00236, -57.58335
19308,1,2024,7,Robo/Hurto Automotor,CATE 911,5412,SIN,Napoles,Ciudad De Dolores,Asiste Unidad Sanitaria y Traslada,Mar del Plata,Buenos Aires,Argentina,Napoles y Ciudad De Dolores , Buenos Aires , Argentina,-38.03272, -57.59284
19320,1,2024,7,Robo/Hurto Automotor,CATE 911,5413,SIN,David Ortega Presbitero,Once de 09,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,David Ortega Presbitero y Once de 09 , Buenos Aires , Argentina,-37.97351, -57.58682
19330,1,2024,7,Robo/Hurto Automotor,CATE 911,5414,SIN,Labarden,Mario Bravo,No Asiste,Mar del Plata,Buenos Aires,Argentina,Labarden y Mario Bravo , Buenos Aires , Argentina,-38.014970, -57.5650424
19355,1,2024,7,Robo/Hurto Automotor,CATE 911,527,CON,Arturo Alio,Tres de 02,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Arturo Alio y Tres de 02 , Buenos Aires , Argentina,-37.97193, -57.59261
19372,1,2024,7,Robo/Hurto Automotor,CATE 911,5415,SIN,San Lorenzo,Primero de Mayo,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,San Lorenzo y Primero de Mayo , Buenos Aires , Argentina,-37.99867, -57.58183
19373,1,2024,7,Robo/Hurto Automotor,CATE 911,5416,SIN,Roca 07,Jose M. Calaza Coronel,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Roca 07 y Jose M. Calaza Coronel , Buenos Aires , Argentina,-37.98524, -57.61055
19393,1,2024,7,Robo/Hurto Automotor,CATE 911,393,CON,San Juan,Primera Junta,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,San Juan y Primera Junta , Buenos Aires , Argentina,-38.004872, -57.5740178
19395,1,2024,7,Robo/Hurto Automotor,CATE 911,582,CON,San Luis,Avenida Pedro Luro,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,San Luis y Avenida Pedro Luro , Buenos Aires , Argentina,-37.998955, -57.5479019
19400,1,2024,7,Robo/Hurto Automotor,CATE 911,5417,SIN,Jose Marmol,Concepcion Arenal,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Jose Marmol y Concepcion Arenal , Buenos Aires , Argentina,-37.97308, -57.54552
19454,1,2024,7,Robo/Hurto Automotor,CATE 911,5419,SIN,Jose Marti,Lebensohn Moises,No Asiste,Mar del Plata,Buenos Aires,Argentina,Jose Marti y Lebensohn Moises , Buenos Aires , Argentina,-38.04474, -57.57348
19473,1,2024,7,Robo/Hurto Automotor,CATE 911,22,CON,Grecia,Avenida Colon,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Grecia y Avenida Colon , Buenos Aires , Argentina,-37.979096, -57.5984115
19475,1,2024,7,Robo/Hurto Automotor,CATE 911,5420,SIN,Juramento,Napoles,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Juramento y Napoles , Buenos Aires , Argentina,-38.04933, -57.57082
19483,1,2024,7,Robo/Hurto Automotor,CATE 911,5421,SIN,Buenos Aires,Brown Almirante,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Buenos Aires y Brown Almirante , Buenos Aires , Argentina,-38.00687, -57.54583
19485,1,2024,7,Robo/Hurto Automotor,CATE 911,5422,SIN,Florisbelo Acosta,Dardo Rocha,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Florisbelo Acosta y Dardo Rocha , Buenos Aires , Argentina,-37.97488, -57.54418
19491,1,2024,7,Robo/Hurto Automotor,CATE 911,5423,SIN,Buenos Aires,San Lorenzo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Buenos Aires y San Lorenzo , Buenos Aires , Argentina,-38.01396, -57.5516
19494,1,2024,7,Robo/Hurto Automotor,CATE 911,5424,SIN,Rivadavia,Avenida Patricio Peralta Ramos,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Rivadavia y Avenida Patricio Peralta Ramos , Buenos Aires , Argentina,-38.00311, -57.54222
19501,1,2024,7,Robo/Hurto Automotor,CATE 911,5425,SIN,Falucho,Alsina,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Falucho y Alsina , Buenos Aires , Argentina,-38.01067, -57.54049
19502,1,2024,7,Robo/Hurto Automotor,CATE 911,5426,SIN,San Martin,Salta,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,San Martin y Salta , Buenos Aires , Argentina,-37.99585, -57.55405
19510,1,2024,7,Robo/Hurto Automotor,CATE 911,578,CON,Avenida Patricio Peralta Ramos,Alsina,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Patricio Peralta Ramos y Alsina , Buenos Aires , Argentina,-38.008257, -57.5385752
19518,1,2024,7,Robo/Hurto Automotor,CATE 911,17,CON,Tripulantes Del Fournier,Carlos Gardel,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Tripulantes Del Fournier y Carlos Gardel , Buenos Aires , Argentina,-38.00264, -57.62209
19520,1,2024,7,Robo/Hurto Automotor,CATE 911,5427,SIN,14 De julio,Matheu Domingo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,45852 y Matheu Domingo , Buenos Aires , Argentina,-38.01036314103024, -57.57163187596809
19533,1,2024,7,Robo/Hurto Automotor,CATE 911,5428,SIN,Almafuerte,Dorrego,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Almafuerte y Dorrego , Buenos Aires , Argentina,-38.0114471972494, -57.573856402954156
19563,1,2024,7,Robo/Hurto Automotor,CATE 911,75,CON,Avenida Vertiz,Bermejo,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Avenida Vertiz y Bermejo , Buenos Aires , Argentina,-38.046970, -57.554795
19580,1,2024,7,Robo/Hurto Automotor,CATE 911,582,CON,Avenida Pedro Luro,San Luis,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y San Luis , Buenos Aires , Argentina,-37.998955, -57.5479019
19584,1,2024,7,Robo/Hurto Automotor,CATE 911,582,CON,Avenida Pedro Luro,San Luis,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y San Luis , Buenos Aires , Argentina,-37.998955, -57.5479019
19586,1,2024,7,Robo/Hurto Automotor,CATE 911,5429,SIN,Saavedra Cornelio,Jujuy,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Saavedra Cornelio y Jujuy , Buenos Aires , Argentina,-38.01031285379153, -57.567262145282875
19589,1,2024,7,Robo/Hurto Automotor,CATE 911,5430,SIN,Calle 4,Calle 445,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Calle 4 y Calle 445 , Buenos Aires , Argentina,-38.106678755798555, -57.57971330479934
19590,1,2024,7,Robo/Hurto Automotor,CATE 911,5431,SIN,Castelli Juan Jose,Salta,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Castelli Juan Jose y Salta , Buenos Aires , Argentina,-38.00524323389292, -57.56182298946126
19592,1,2024,7,Robo/Hurto Automotor,CATE 911,5432,SIN,Chacabuco,Avenida Independencia,No Asiste,Mar del Plata,Buenos Aires,Argentina,Chacabuco y Avenida Independencia , Buenos Aires , Argentina,-37.988855813256244, -57.547080475969146
19598,1,2024,7,Robo/Hurto Automotor,CATE 911,5433,SIN,Don Bosco,Almafuerte,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Don Bosco y Almafuerte , Buenos Aires , Argentina,-38.00641229802629, -57.58381874528303
19599,1,2024,7,Robo/Hurto Automotor,CATE 911,5434,SIN,Ayacucho,España,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Ayacucho y España , Buenos Aires , Argentina,-37.98644932809217, -57.5494550741196
19606,1,2024,7,Robo/Hurto Automotor,CATE 911,5435,SIN,Tierra Del Fuego,San Martin,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Tierra Del Fuego y San Martin , Buenos Aires , Argentina,-37.98350554522183, -57.57818068946221
19610,1,2024,7,Robo/Hurto Automotor,CATE 911,5436,SIN,Salvador Viva,Avenida Juan B. Justo,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Salvador Viva y Avenida Juan B. Justo , Buenos Aires , Argentina,-37.95535945906812, -57.655010089463566
19670,1,2024,7,Robo/Hurto Automotor,CATE 911,146,CON,Avenida Juan B. Justo,Mitre Bartolome,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Juan B. Justo y Mitre Bartolome , Buenos Aires , Argentina,-38.02104, -57.56854
19679,1,2024,7,Robo/Hurto Automotor,CATE 911,5437,SIN,Bosch Elisa,Tripulantes Del Fournier,No Asiste,Mar del Plata,Buenos Aires,Argentina,Bosch Elisa y Tripulantes Del Fournier , Buenos Aires , Argentina,-38.04636389160204, -57.56242400828298
19692,1,2024,7,Robo/Hurto Automotor,CATE 911,390,CON,Hernandarias,Jacinto Peralta Ramos,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Hernandarias y Jacinto Peralta Ramos , Buenos Aires , Argentina,-38.027150, -57.5810893
19698,1,2024,7,Robo/Hurto Automotor,CATE 911,301,CON,Leonardo Rosales,Jose Hernandez,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Leonardo Rosales y Jose Hernandez , Buenos Aires , Argentina,-38.041210, -57.5675736
19699,1,2024,7,Robo/Hurto Automotor,CATE 911,5438,SIN,Irala,Friuli,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Irala y Friuli , Buenos Aires , Argentina,-38.0207310229431, -57.58024324713185
19701,1,2024,7,Robo/Hurto Automotor,CATE 911,44,CON,Reforma Universitaria,Avenida Juan B. Justo,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Reforma Universitaria y Avenida Juan B. Justo , Buenos Aires , Argentina,-38.002978, -57.5923995
19702,1,2024,7,Robo/Hurto Automotor,CATE 911,554,CON,Santiago Del Estero,Manuel Quintana,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Santiago Del Estero y Manuel Quintana , Buenos Aires , Argentina,-38.017507, -57.5600728
19703,1,2024,7,Robo/Hurto Automotor,CATE 911,5439,SIN,Casildo Villar,Jacinto Peralta Ramos,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Casildo Villar y Jacinto Peralta Ramos , Buenos Aires , Argentina,,
19706,1,2024,7,Robo/Hurto Automotor,CATE 911,5440,SIN,Corbeta Uruguay,Fernando Bonnet,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Corbeta Uruguay y Fernando Bonnet , Buenos Aires , Argentina,-38.09035808418164, -57.54806258219644
19709,1,2024,7,Robo/Hurto Automotor,CATE 911,5441,SIN,Ayacucho,Dorrego,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Ayacucho y Dorrego , Buenos Aires , Argentina,-37.98500014866636, -57.552477931790904
19712,1,2024,7,Robo/Hurto Automotor,CATE 911,559,CON,La Rioja,Formosa,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,La Rioja y Formosa , Buenos Aires , Argentina,-38.014970, -57.5650424
19719,1,2024,7,Robo/Hurto Automotor,CATE 911,669,CON,Justo Santa Maria De Oro,Diagonal Estados Unidos De Norteamerica,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Justo Santa Maria De Oro y Diagonal Estados Unidos De Norteamerica , Buenos Aires , Argentina,-38.09194, -57.5564
19737,1,2024,7,Robo/Hurto Automotor,CATE 911,284,CON,Tomas Alva Edison,Federico Garcia Lorca,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Tomas Alva Edison y Federico Garcia Lorca , Buenos Aires , Argentina,-38.056568, -57.5663443
19746,1,2024,7,Robo/Hurto Automotor,CATE 911,5442,SIN,Remedios De Escalada,Ituzaingo,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Remedios De Escalada y Ituzaingo , Buenos Aires , Argentina,-37.967452091894565, -57.58488053179162
19761,1,2024,7,Robo/Hurto Automotor,CATE 911,427,CON,El Cano,Marcelino Echegaray,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,El Cano y Marcelino Echegaray , Buenos Aires , Argentina,-37.99449, -57.60889
19777,1,2024,7,Robo/Hurto Automotor,CATE 911,5443,SIN,Brown Almirante,Alsina,No Asiste,Mar del Plata,Buenos Aires,Argentina,Brown Almirante y Alsina , Buenos Aires , Argentina,-38.00971971225034, -57.539872474118425
19787,1,2024,7,Robo/Hurto Automotor,CATE 911,5444,SIN,Brown Almirante,Alsina,No Asiste,Mar del Plata,Buenos Aires,Argentina,Brown Almirante y Alsina , Buenos Aires , Argentina,-38.00971971225034, -57.539872474118425
19796,1,2024,7,Robo/Hurto Automotor,CATE 911,752,CON,Avenida Pedro Luro,Santa Fe,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y Santa Fe , Buenos Aires , Argentina,-38.000100, -57.54323
19797,1,2024,7,Robo/Hurto Automotor,CATE 911,231,CON,Arturo Alio,Garay Juan De,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Arturo Alio y Garay Juan De , Buenos Aires , Argentina,-37.983852, -57.6022941
19800,1,2024,7,Robo/Hurto Automotor,CATE 911,46,CON,Avenida Juan B. Justo,España,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Avenida Juan B. Justo y España , Buenos Aires , Argentina,-38.016949, -57.5739063
19802,1,2024,7,Robo/Hurto Automotor,CATE 911,5445,SIN,Avenida Vertiz,Juana Manso,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Avenida Vertiz y Juana Manso , Buenos Aires , Argentina,-38.028341192863024, -57.57922223178906
